isbn,average_rating,ratings_count,work_text_reviews_count
786939532,4.27,49095,1571
156865054X,4.06,48131,1346
307595862,4.04,47533,5098
1590171993,4.28,42869,6927
1401308201,4.17,47207,241
074348486X,3.83,56395,1312
1563892618,4.16,51267,1348
451528921,4.05,54607,1463
374525641,4.14,47785,3873
1841496863,4.34,69516,2370
159514319X,4.41,73056,5633
385341652,4.43,68816,4211
316010707,3.82,54908,4910
345544110,4.14,61211,2919
812984277,3.4,32084,5165
1563892251,4.44,54420,1793
689849109,3.95,56529,1424
1558745157,4.08,46847,2495
1490904387,4.26,33132,3422
1439102759,3.67,33504,5569
450610098,3.9,54401,905
385341679,4.46,73030,6025
385517831,3.64,48838,3520
547887205,3.98,54620,7093
1401248969,3.94,52973,1043
802720854,4.22,68270,3704
1595406557,4.05,48879,665
679781498,3.58,45978,2684
393065782,4.44,22146,5303
812972147,4.06,46656,1553
670021873,3.97,55355,5736
802122558,3.84,41606,5516
60090383,3.93,48663,1261
586008357,4.14,51059,1689
99448769,4.03,41161,2561
380709244,3.9,61754,1419
575090855,3.59,64093,8336
736693416,3.96,51161,1264
375866590,3.82,54920,6564
316074314,3.7,40727,6613
60244054,4.17,48830,774
553588257,3.85,48755,1542
316779423,3.78,44679,1498
552152951,4.27,52845,1789
1581345275,4.3,44595,566
1400064287,3.97,46736,1967
038000321X,4.08,49300,940
143037749,3.68,44317,3904
446691097,4.33,26898,951
749932775,4.19,50255,1449
345335708,4.16,54682,523
451233166,4.28,66871,3776
1401323820,3.54,49283,4487
345469011,3.74,45051,2298
7157150,3.92,49617,2626
142404128,3.64,62359,1890
60266864,4.23,51385,829
684853159,3.85,46179,3081
140006788X,3.78,24865,8039
080509329X,3.77,47323,4440
385536976,3.7,46208,6601
385733410,3.98,81420,3101
038533916X,4.3,69032,4322
385341636,4.34,68452,3989
159474758X,4.15,58435,7936
486424545,3.95,52006,1930
1593070942,4.11,48485,618
1423160916,4.26,78157,8632
140439242,3.97,51856,747
143039989,3.89,55367,5116
684856476,3.83,39300,1829
60885432,4.18,63615,831
312181108,4,56444,6587
1905654871,4.04,56737,2535
312383282,3.98,65904,3795
61177598,3.89,41866,2040
451200810,4.19,49016,714
044101819X,4.38,71830,2558
752858491,4.04,47682,785
6486010,4.29,50758,1297
399167838,3.93,60930,10093
515126772,4.22,50630,1027
140449337,4.2,43876,2613
078684907X,4.01,57575,4375
143036556,3.92,44238,2667
679735909,3.88,56064,3563
1423102282,3.89,66170,1565
425143325,4.16,47148,931
1566195764,3.81,41081,571
671685635,3.95,53017,1335
64410153,4.02,67482,1581
076790382X,3.89,44610,2335
64410161,3.99,67018,3066
143035746,3.92,45153,2259
193700788X,3.39,49926,9201
000712774X,4.13,49551,2615
374104093,3.62,45353,7109
60775823,4.14,52974,756
553805371,4,42687,1962
385517238,3.79,43793,3891
452277752,4.1,52824,651
140006922X,3.82,41094,4614
812551494,3.87,48632,704
1590514637,3.98,41647,5650
1857231384,3.85,48649,2666
671646788,4.19,40023,1163
345434803,3.75,54919,756
6479901,4.49,42072,1627
140382623,3.86,48961,1405
054762834X,3.92,70476,7661
1565075722,4.31,22618,774
802131786,3.71,45518,2526
60393491,3.8,46475,6180
61997811,4.48,45081,526
1600964338,4.04,46357,2623
345534182,3.93,37839,5918
142000701,4.07,45856,3737
145161747X,4.02,48640,7099
553804693,4.23,45320,3565
1903434777,3.95,60780,3391
1444778536,4.22,33994,7048
553804804,3.98,48400,2165
451208641,4.12,47324,2065
385517882,3.18,43496,2564
446692654,3.95,51119,1228
1400076196,3.61,45567,3460
345466608,4.02,48860,578
446364495,3.51,56428,3458
593057058,4.17,51570,2359
385735294,4.11,58278,1929
805090037,4.26,42306,6371
545060397,3.83,59536,4229
28610105,4.02,52708,638
316003727,3.78,42361,1127
486234118,3.81,56444,187
743453255,4.06,45660,1606
679720227,4.05,43269,1894
1842430246,3.74,40840,1609
375757856,3.9,50322,3297
60747226,3.45,48982,3339
224081187,3.54,43698,5255
449223604,4.07,52843,551
751530484,4.02,48683,522
618062416,3.72,53317,2038
60735414,3.93,48520,2221
316038393,3.34,48061,4897
159285849X,4.17,46635,3712
62491792,3.84,56656,7843
1423102266,3.95,58724,1477
670175919,4.18,58571,991
743289412,3.65,50721,2911
1451695195,3.68,37150,4604
61092193,4.36,54413,1230
743291476,3.76,48711,4930
575075066,3.81,45608,1069
034554689X,3.11,36795,5155
553381660,3.98,52572,1858
525953485,3.8,36523,4793
192750976,4.04,52242,1082
1416974512,4.2,53023,1027
375713344,3.98,41176,5001
015602764X,3.96,42175,1122
156004801,4.08,42821,1951
553375938,3.82,56485,1581
525950125,4.04,46234,3118
1841492612,4.01,52823,1177
1444729705,3.77,38391,5422
1501115065,4.02,49291,9989
141659518X,4.24,44196,2395
1592407331,4.24,49636,4612
316243914,4.01,41209,8028
1573229725,4.02,41761,3959
679731148,3.94,47139,2329
763625892,4.34,53245,7221
670022802,3.94,41138,5264
345298349,4.04,46847,807
62207393,3.75,41671,4357
439771277,3.73,53706,3748
60851988,3.71,54248,1899
1419705849,4.21,44607,2619
1405258217,4.08,55139,11912
1416903542,4.24,48333,3379
6472613,4.09,40111,1313
425201449,4.04,51115,969
60845546,3.83,50953,1832
141026286,3.63,44345,2247
61345660,3.63,58717,4277
072325804X,4.36,56807,350
99771810,3.91,38017,3224
1594634718,3.9,67046,6219
451464397,4.55,41512,3945
373772467,4.09,63240,2898
61474096,4.18,44848,4148
60852577,3.76,45671,7085
552154288,4.22,50364,1601
345435168,3.68,48639,1417
1451661509,3.68,43487,5804
552992097,3.89,46220,1393
425204669,4.11,62189,1737
051513628X,4.16,48805,847
1416950052,4.34,47804,3085
785136223,4.52,40626,77
307932230,3.94,41932,4838
7158505,4.31,52954,809
805053883,4.16,44414,576
3518367064,4.1,37459,2305
385333471,3.94,40353,1444
1421505851,4.26,46708,488
439249546,4.66,43929,265
1597801577,3.74,41728,5473
140436065,4.26,41002,502
525425632,4.1,70995,10433
441014895,4.07,69410,5139
1400096278,3.82,40259,5644
140446745,3.99,48040,237
61020672,3.87,50746,1400
1932664122,4.24,47154,1262
1401204252,4.09,45345,1457
144242673X,4.17,62907,10332
1455559822,4.05,36871,4151
156512569X,3.99,43455,4921
871137380,4.28,40442,1245
765376458,4.07,61419,11789
385513534,3.86,45937,4698
385743580,4.29,41924,4426
1841493139,3.96,48537,2029
385905165,4.12,46878,1665
385340583,4.08,43605,3235
439324599,3.76,48239,2498
224064908,4.02,49863,1755
1400033837,3.79,47389,2253
805080481,4,56593,2416
441016154,4.11,66901,2947
689829531,4.13,51185,1306
375705856,4,45331,3713
1560974273,3.87,49105,1776
1250006325,4.04,29554,2951
451529693,3.94,41870,1485
884271781,4,34837,1432
670021040,3.81,47525,5670
61284394,3.64,63486,3117
385340559,4.17,42539,2114
452286530,3.07,53128,3866
385539703,3.68,33100,5131
739377728,3.93,55685,3784
62301233,4.25,55606,4163
1841499900,4.28,39138,3148
1452440026,4.33,53483,3380
147712556,4.03,47825,537
1563893304,4.24,43036,1020
61120669,4.23,39073,1421
1573227889,4,36560,2008
031620157X,4.21,51752,4965
1400063973,3.63,44921,6018
64407314,3.7,47533,4394
345529057,4.63,28654,963
743493915,4,50113,927
60887370,4.02,50922,2204
1939045010,4.01,59890,3269
345522478,4.12,51086,5410
743211375,3.42,47320,1279
553560735,3.84,46121,2212
1558611584,4.11,44677,2482
1593083254,4.08,47600,217
515121843,4.24,48078,962
031607991X,4.45,42445,1581
1442435003,4.19,59705,8622
446573647,3.58,42488,2840
761121323,3.75,34120,2441
399244565,4.22,48446,1804
61240850,3.91,45243,1444
804139296,4.17,47807,2872
1619636077,4.58,63322,11495
1593080336,4.11,48557,263
804188971,3.54,42536,7275
380789027,4.05,46486,2160
9382618341,3.66,35936,2388
385333501,4.13,40071,1489
385349068,3.76,40489,6014
671869205,4.15,53088,1767
143034758,4.26,46198,4162
807218731,4.41,46279,140
140448071,3.98,40699,1613
62392174,3.8,64158,9632
446573019,3.99,38649,2868
312367481,4.21,52536,761
1416974504,4.04,54940,2065
1451533969,4.04,59261,3383
446608815,3.98,46820,927
802136834,4.1,47913,1282
140185852,3.95,40020,2878
571171788,3.97,43374,1776
765354063,4.09,40107,2378
074326195X,3.87,47389,3213
60987529,3.51,50526,3334
3426615355,3.18,37497,2616
1442468351,4.47,84711,12298
1905294719,3.93,53591,2729
553293389,4.08,47641,862
486452433,3.8,44873,2304
345335651,4.13,49355,793
374529531,4.06,48608,1357
545060508,3.99,48461,810
61668036,3.75,62566,4840
316910333,3.51,49670,2345
553271989,4.1,42529,512
1400067685,3.54,39445,5320
1609411153,3.74,37936,1582
1444705105,3.92,36704,5418
517053616,4.49,39503,726
61054887,4.18,46660,2959
1400031575,3.78,43861,2598
385528043,3.81,41389,5332
425192032,4.06,44424,1631
1570425779,3.96,45217,1059
142408808,3.98,50917,1195
735221081,3.74,63237,8555
61996181,4.15,58860,4085
031624662X,3.97,38747,5950
765340747,3.67,43424,751
60566108,3.98,39618,433
1616149981,3.93,35689,5564
1595547169,4.47,37258,466
140273344,4.15,41677,433
425201376,4.12,58023,1144
978970764,3.92,35387,4728
345409469,4.27,40583,1839
1906427135,3.93,52435,7331
1573225126,3.57,44408,1526
080508049X,4.13,49138,1167
525949690,3.86,37465,1266
62294377,3.73,38957,4466
031242681X,3.97,38243,1351
1400065755,3.63,35682,4309
1579126243,3.97,49513,2159
310902711,4.61,40430,1804
451235843,4.35,57866,4414
380800829,4.11,57839,2634
786930705,4.12,39928,450
375508333,3.72,44237,2052
345457692,4.1,41505,2685
425184226,3.99,43888,544
1607066920,4.57,56122,4594
440241014,4.15,42205,1986
393244660,4.12,18379,3223
375701214,4.01,41037,3657
805096663,4.05,35799,3844
385539436,3.7,29156,4701
076791936X,3.93,42680,4015
312595670,3.96,44223,6113
6551815,3.66,40726,1919
1400032059,4.01,41815,2811
1250060559,4.02,59545,10066
679763309,4.03,41102,2513
1591451884,4.54,35219,984
451218590,4.09,45045,1096
575077832,4.2,36262,3124
015603297X,3.89,40829,2649
067056172X,4.29,47277,232
1594831114,4.03,45097,1525
330493744,4.04,52071,3369
1595551387,4.23,35611,2924
345527712,3.92,52993,4637
61449091,4.09,48506,2084
875093663,4.38,35078,1172
373210361,4.23,64066,4391
142004332,3.91,49820,5293
586217835,4.32,43964,1118
385729367,3.8,56113,1702
552153257,4.26,46370,1047
307594777,4.46,29944,1702
1842430343,4.03,32991,1288
61583219,4.34,63734,2406
316159794,3.99,42476,1680
64472779,3.73,55938,1821
380713802,3.88,42170,2168
375832998,3.85,48960,3159
61941026,3.79,35457,5238
316002895,4.07,57039,2139
312656262,3.67,56216,4209
802142818,3.41,37967,3409
586066888,4.17,45104,494
812969901,3.63,37293,2541
61583073,4.31,65397,2429
375758992,3.96,39298,2942
64404773,4.05,54512,4417
316069906,4.18,43238,5125
60577363,3.99,54400,1472
6140105234,4.25,38969,7069
62026488,3.81,57551,6054
312650086,3.92,55155,4692
802714625,3.95,38151,1892
751530492,4.05,43531,512
553213482,3.93,43276,815
684818868,3.96,37903,2240
553582461,4.38,43985,1174
1600102379,4.18,46590,3216
1406310263,4.2,45578,5069
446363251,3.44,38992,2290
425205673,4.1,56782,1073
684843781,3.68,40074,2777
670023329,3.99,37392,4268
006057299X,4.29,56023,1240
1400068320,3.63,37189,7714
039333712X,3.54,26047,564
7246226,3.94,39551,2413
785289089,4.29,37689,3614
316058432,3.95,48964,2031
765340054,3.88,43517,930
679732268,3.93,42101,1948
64408671,4.06,53191,1651
812993802,3.96,39183,5730
312593554,4.23,25985,2339
671015206,4,43937,2049
1423116380,4.2,55517,2389
743244583,3.98,35468,1350
60920084,3.83,40254,2119
140006712X,4.06,43863,4272
446607207,3.93,34445,1312
60885416,4.16,51640,866
61053562,4.26,36505,1790
440228891,4.01,49987,1283
787960756,4.01,40239,2106
142003166,3.85,39031,1201
140157352,3.88,37205,1113
1501110349,4.41,53321,10670
1408816032,4.27,45373,8419
1501139886,3.76,47809,5840
140449183,4.1,33225,1316
143039830,3.92,34730,2418
043912042X,3.91,49106,4620
316766941,4.11,36751,1373
446617687,3.37,39710,1590
425209067,4.12,54997,1104
014044923X,4.01,37181,1080
044022800X,3.95,44830,3568
876852630,3.96,37376,1213
373210515,4.1,52376,5673
446546933,4.26,45029,6131
99471434,3.84,45760,786
525953728,3.95,32267,3561
1594487014,3.84,42112,5063
684193957,4.05,46604,788
451191013,3.63,49405,903
1563890356,4.54,44811,1261
316013935,3.98,38516,890
1416500340,3.6,48196,2616
1622660757,4.44,63533,6750
375760393,4.05,37200,2753
316123536,3.94,48268,3949
1439152780,3.87,46498,6263
751554154,4.09,39990,7154
439295785,3.78,44150,1319
306814250,4.11,35799,1835
618683356,4.03,36682,3325
1594561869,4.09,48364,924
014044789X,4.03,42590,1121
452274427,4.13,39917,3168
743203631,3.71,42122,1406
983157200,4.16,60629,5284
1582404119,3.96,43183,400
451217608,3.9,41884,4092
399159371,4.19,40943,4008
380820889,4.1,41857,1923
140169300,4.27,40289,3560
743457900,4.04,40871,2990
142501107,3.95,42764,206
62072064,4.17,54902,4142
316018589,3.77,39531,2599
1594481954,3.83,34996,1589
811216012,4.07,43781,726
316002860,3.86,55993,2513
553582453,4.32,43700,823
446614459,3.98,38387,1833
316069353,4.17,37594,2557
756402697,3.95,45102,1207
2844140580,4.27,46993,301
1589190629,4.11,44509,2777
446563048,4.01,37601,1820
142405787,4.16,44197,1147
62290363,4.02,42472,7889
545060427,3.88,41970,1511
689867042,3.73,57326,3156
515133310,3.98,38524,2090
61140988,3.74,51745,1762
62197266,4.1,20725,4782
140079076,4.4,36863,36
446605484,4.02,44383,1074
765344300,3.82,39682,548
60765240,4.06,42828,1312
525953507,3.85,32333,3807
60887397,4.06,46722,1856
014144116X,3.66,46675,2446
515141658,4.14,43455,1189
553381644,3.88,44834,1268
441016383,4.35,42827,871
380017601,3.6,41177,2237
688147321,4.31,43520,1365
62085611,4.13,58879,5063
316952664,4.36,41940,1181
60887184,4.23,38890,2730
887307280,3.98,37671,1202
1416928170,3.83,50699,1775
786939834,4.24,37728,674
1250006333,4.08,26350,3408
525952489,3.98,36825,3954
517405091,3.98,29639,1762
142312166X,4.04,55442,2153
676979785,3.88,38152,1905
1501129740,4.09,33780,5113
60590319,3.96,41502,3161
743298853,3.98,43086,6441
140003003X,3.72,35852,1049
1569714029,3.93,38323,712
545060494,3.98,39115,582
1423128206,4.29,51772,2246
440241006,4.09,37434,2055
425212890,3.85,52215,2250
8203180728,3.56,22230,3957
515143804,4.15,42696,1545
425185508,3.52,41631,2490
1591162203,4.33,36765,261
1402262272,3.85,50383,3234
60730552,4.2,36048,1318
670869392,4.2,41867,719
1932073205,4.13,34136,1579
312270828,3.71,37354,3036
385523904,4.42,37284,5488
60753943,3.8,33160,556
618620117,3.81,32507,1401
553381520,4.08,46665,4823
394805755,4.07,50976,328
385735332,4.17,41271,1618
044101769X,4.37,41816,1261
385343663,3.54,36571,5536
375714669,4.23,45718,1991
61020656,3.88,44710,1275
586064176,4.06,42148,591
385613466,3.84,38551,3910
670021652,3.39,37410,4796
142401765,3.86,51537,2454
62285637,4.19,42240,2918
765344319,3.95,38743,564
375413405,4.33,34055,434
1421540320,4.36,39464,473
765315238,4.08,37862,845
151013047,3.67,33879,4713
545284139,4.22,49667,7080
449911659,3.57,39485,2641
1400077427,3.82,37601,2166
015694877X,4.23,38462,618
590319671,4.22,46731,407
146000110,4.15,40289,581
055215315X,4.14,43980,997
552152676,4.29,44496,1256
345481283,4.05,48381,4441
689859368,3.85,56913,2574
1601422210,4.18,36326,1669
140280197,4.18,37613,2166
142401110,4.03,47002,2441
749080973,4.07,39572,5615
545135702,3.87,41021,1112
451159535,3.86,29071,567
1560252480,4.1,37995,935
61284203,4.29,48111,4298
805066691,4.21,40565,2277
057506708X,4.24,43578,824
425267040,3.97,53937,3667
1411415930,4.12,40650,104
671741039,4.28,38018,2390
030727103X,3.42,31271,6044
345459407,3.96,41058,3853
1599903385,3.71,54819,3582
61020613,4.2,47875,1345
014043769X,3.93,42952,437
441328008,3.83,40415,612
515090255,4.2,37349,441
441015271,4.38,42769,966
385671105,3.38,33787,3331
439443822,3.96,42950,4000
307263991,3.21,38955,7023
075280944X,4.21,37717,1364
142001619,3.73,39402,2640
037575850X,3.75,41793,2731
61977969,3.96,34839,4221
057506689X,4.02,43626,1172
059306173X,4.16,34088,1620
1593072937,4.16,40866,792
055327757X,4.19,35971,969
014200202X,3.73,39150,3074
6513220,4.34,37369,6085
452283868,3.86,37196,2324
1416563725,3.74,42128,3912
425233383,3.94,47720,2103
7169914,4.11,41437,626
034547063X,3.99,40734,1227
785123113,3.93,43541,1344
743270371,4.28,34242,775
307959945,3.9,33465,5883
441013406,4.27,43941,1321
446676438,3.92,39948,1333
4103534222,3.96,32323,1280
722534876,3.64,28283,1451
385336691,4.14,36240,1935
440226708,4.16,42094,712
143036661,3.73,43737,5216
307749606,4,33264,3339
1401209149,4.06,35061,610
1780484259,4.63,20567,1406
425259854,3.91,33481,3641
312590970,3.73,51250,1805
1101990260,3.49,36504,5692
545060451,4,42084,705
62248162,3.93,51454,3588
374384681,4.03,56635,9748
679766758,3.82,36207,5572
1609451341,4.37,33395,3822
345413970,3.89,36907,812
759530017,4.3,34289,354
1451645821,4.14,34720,6121
446611778,4.03,36265,708
1596431520,3.88,47824,5799
307001040,4.32,38907,76
991686004,4.16,54718,5039
1400065453,4.03,36021,5175
486282082,3.79,39518,1126
312984839,4.39,51282,1710
786887079,3.39,35792,945
446611212,3.94,41555,940
671791540,4.1,33586,831
515134457,4.04,52170,909
515134473,4.07,53980,887
1250010713,3.93,31741,4201
385333781,3.85,34362,1365
812967259,3.92,39169,1440
807083690,4.18,43332,5809
60885424,4.16,54443,1283
310247454,4.19,19619,1632
545424968,4.32,56637,8312
99399016,3.69,35855,2104
785274316,4.12,30255,765
385491026,3.92,42317,2468
1406310271,4.25,43024,4917
1841492051,3.98,37479,885
545027896,4.16,42530,5619
446519138,3.96,32751,513
1442429984,3.94,47690,5562
316014796,4.02,41500,1499
143104888,3.8,34536,2994
385528787,3.98,33861,4289
60264802,4.17,51432,966
812971426,3.74,42256,514
99481685,3.47,39486,3496
446613444,4.05,36748,1566
312577206,4.12,36972,4442
1476731535,4.24,55764,3358
385730306,3.97,54602,3573
375702709,3.93,40651,2565
349119759,4.33,38297,393
1455520616,3.93,31774,3841
385342047,3.7,40137,2843
60268654,4.17,44319,637
145161778X,3.61,31249,3293
015626224X,4.1,34739,2633
1427814031,4.4,36028,409
1551924013,4.01,36496,1029
080509461X,4.17,56836,9218
9773513912,3.9,31669,3824
743294254,3.7,39334,2732
030794932X,4.29,33979,4859
440244161,3.99,51854,2610
451203267,4.13,35824,1791
61284408,3.8,49050,1382
606298231,3.61,38179,713
440060672,3.89,34570,755
316069485,4.13,34973,2529
380731509,4.17,45631,765
307713547,4.19,35122,4331
61974618,4.24,41533,3453
141439785,3.8,40063,1629
99478536,4.03,32907,1887
425169693,3.68,38954,1347
679436545,3.78,40915,589
345503821,4.23,34419,1816
385515049,3.58,39100,3678
689878583,4.2,53413,1144
034552425X,3.92,21519,5298
60090375,3.74,38473,725
055255264X,4.29,43460,1400
60786523,4.1,33973,1714
1841497975,4.26,52220,3174
446578843,3.87,34212,1412
425198685,3.86,34917,1851
62267523,4.03,35225,5526
761104844,3.83,33025,450
60577371,3.99,42838,1106
141311401,4.09,38240,2134
385496095,4.15,36466,2197
1416548009,4.3,31864,760
1416903437,4.32,52165,1473
1859855423,4.45,41052,1036
399171614,4.19,58175,11884
307267148,4.31,37270,4627
316127256,3.49,41202,6387
1408852594,4.48,53227,7538
1400064759,3.72,38537,5568
441014348,4.36,41344,1126
449912558,4.17,40781,5540
743422449,3.57,37252,2502
1477823832,3.63,25934,4844
61728977,3.82,29059,2328
385526261,4.19,34460,4490
143039970,4.05,43602,6521
1591451876,4.17,32858,1166
316166294,4.08,36497,2722
553560719,4.14,37197,806
385344341,4.02,27578,3558
60575808,4.02,55218,2091
60929782,4.02,36840,1466
446678457,4.04,38013,1813
765305240,3.99,35131,481
553587579,4.02,39003,848
553384155,4.18,37561,1365
525444475,4.43,32504,625
807059099,4.07,28177,1369
425179613,3.72,31963,1881
074347788X,4.22,32875,1942
224097008,3.74,30841,6017
034089699X,3.66,28856,4002
1560760478,4.23,38242,572
785135804,4.37,32247,192
1421527553,4.23,37369,395
553580221,3.87,36882,995
552152943,3.91,42892,1041
1585425648,4.29,29122,1830
393064646,3.83,38157,4005
451222385,4.11,49083,1363
553418777,3.51,34383,7292
224097377,3.4,32637,5477
6479758,4.04,35513,505
310321913,4.03,33960,2918
747545251,4.09,36153,1437
000649885X,4.12,37381,1647
1560254556,4.12,35233,321
99498596,4,43936,1469
1502784270,4.27,73104,10042
425170349,4.07,35278,850
60515228,4.02,38942,3045
749942010,3.77,35893,4636
765377063,4,33409,5733
61031321,4.25,42002,1117
1401201911,4.17,35438,1480
385721420,3.56,35677,2273
743255062,3.83,33061,2159
525950494,4.2,31692,1606
1937007472,4.2,33941,1929
1250000971,4.01,27456,2578
60725117,4.04,51580,2123
61566128,4.07,39702,1431
1591396190,3.86,30665,679
316036196,4.07,48964,2533
553807226,3.84,45468,6009
152026320,4.27,37773,1089
60590297,3.82,38818,2586
812515285,4.13,37986,1801
1577311957,4.25,29256,410
038532328X,3.72,43334,2293
067984483X,4.13,38809,375
61935085,3.88,51815,4384
156453800,4.19,32253,2844
1741666708,4,25197,4927
452281423,3.28,38387,3713
143116231,4.17,19176,5112
222109073X,4,27819,1173
1451617720,3.69,36469,2729
61020001,3.41,44222,2899
380776839,4.04,45961,1754
393343448,3.87,15616,1933
743294270,3.66,37026,2405
140447644,3.87,33346,1273
743269268,3.69,40065,2065
340893605,3.64,43524,5087
312624689,4.29,46269,1660
451213041,4.29,32163,53
62011995,4.08,49448,4837
312590989,3.82,43998,1347
553282980,4.21,33645,752
552154229,4.24,40138,969
1741661285,4.25,39795,1327
876120834,4.22,26713,1408
345522494,4.22,39926,2245
590431978,4.05,38879,1512
525955097,3.9,30788,4096
679721037,3.94,41338,2062
316041440,4.03,39677,4285
62235656,3.95,44366,5514
517223120,3.85,32506,1143
316129070,4.18,27860,2417
143039962,4.33,31606,1505
425116840,4.01,37672,507
590930028,4.11,36963,1885
140449108,3.5,36680,1887
316113662,4.04,39440,3180
62280678,3.84,44785,7881
553804790,3.8,36233,1638
385501129,3.19,42885,9036
446610224,3.97,37060,938
385722206,3.63,39927,3558
62282719,3.91,41012,5030
671729470,3.82,40354,1667
375814256,4.07,39802,1844
1594202842,3.61,34710,6270
1400052580,3.97,32751,209
425204693,4.02,41377,636
446619035,3.93,36926,1136
8188575704,3.64,24307,1616
64401480,4.16,44068,1080
312941919,4.15,34702,1105
62265423,3.93,33969,3485
1400054346,4.16,32611,178
446690449,4.11,34296,999
1857989341,4.08,35247,1150
545060478,3.97,37663,555
60838744,4.02,34603,2360
345470575,4.12,34661,330
316905712,4.07,38753,2916
1563898586,3.93,40404,1201
763622591,3.54,42426,5504
425226921,4.12,53738,3599
486275485,3.83,40237,1037
1423118235,4.2,46756,4018
842314296,4.3,33398,933
037542380X,3.83,33070,1849
1607069318,4.56,47549,3506
804178747,3.9,19107,3156
1250028647,3.82,27563,4020
081297736X,4.07,29859,2044
1101883073,4.31,42421,6679
316017701,4.06,38503,1604
593073894,3.95,20999,3420
770436420,4.13,23374,5576
307594033,3.81,35412,6644
1416913184,3.8,42028,1848
174166134X,4.33,37607,1195
60652381,4.26,35913,1930
1563894459,4.23,30790,868
1416903372,4.3,44115,629
307590615,3.77,28943,2557
64400581,3.79,46442,1320
033039780X,3.63,42164,3377
1476728747,4.16,35786,4425
752858556,4.03,32016,264
1400063256,3.76,32564,1378
446573051,4.07,27953,2540
765378558,4.3,32170,2804
345807952,3.32,30713,5593
6280897,4.16,29684,1109
042524413X,4.2,33427,3949
847826465,3.77,33893,169
067972477X,4.27,38484,1862
547959109,4.05,38142,5339
345542886,3.75,36002,4970
1469984016,3.95,50929,4371
037581468X,4.16,48028,1594
312662750,4.07,50689,6132
1451651694,4.2,29369,3574
1596437138,3.88,39477,3671
067978148X,3.71,29456,1102
60572973,4.26,49321,1641
786942460,4.13,32300,691
140274219,3.56,21053,3625
316296198,4.04,32914,2038
552148032,4.1,40098,249
60288132,3.96,39114,888
1476785597,3.83,36383,7892
316134074,4.23,47315,8247
385525001,3.41,34577,3642
1402784031,4.07,46077,5262
441102670,3.89,34822,552
399252517,4.11,33779,5349
316081051,3.86,38956,5228
142000205,3.68,34128,1103
553213180,4.12,57062,1389
345476166,3.81,35804,1729
449000656,4.01,39214,525
1401340903,3.7,41284,5539
765310023,4.25,34042,1433
1743342373,4.15,54585,5374
312997132,4,28853,864
575082453,4.16,36268,1908
62309668,3.7,26931,5096
1416505016,4.36,30675,811
679444327,4.31,31308,4594
316399620,4.04,22327,5236
62206281,3.96,27987,3922
345476093,4.18,35147,1674
671047345,4.32,30081,709
439829100,4.05,36501,2574
1599951495,3.75,30583,3282
374346674,3.82,38701,6385
1101947136,4.41,41524,7846
393068471,3.93,35724,3737
446195502,4.17,35071,1281
785132619,4.04,30688,874
1401908977,4.43,30270,4644
61449121,4.18,38819,1869
321107217,3.5,34675,2098
2877068161,3.94,14610,5284
316176532,3.92,26604,4886
052595158X,3.98,34168,2918
373802498,4.06,48234,3955
1931514925,4.05,34149,257
156931778X,4.24,35641,3994
553807218,3.97,41049,5757
1842323008,4.12,36007,2706
039916927X,3.71,40090,2980
778325318,4.09,32490,3342
445406518,4.02,44395,3175
425230074,4.11,45089,2014
425147584,4.03,34952,431
156904365,4.19,36758,3172
142406120,4.1,39296,1837
425181111,3.98,34661,575
451209338,4,31579,1501
1844280594,4.26,37886,2110
747541604,4.23,37054,682
62067753,3.74,32313,4017
446691437,4.07,31399,3578
679723056,4.22,29807,2056
670061107,3.49,43723,2367
316187747,4.21,33076,2631
1250010691,4.21,32761,3992
449208133,3.98,33228,1156
425205754,4.07,36576,861
451530179,4.11,33028,2567
451471474,3.78,38196,5386
525467262,4.49,37312,249
553584537,3.97,36437,1728
395169615,4.2,42632,525
62278789,4.32,19325,1149
61161640,4.23,39419,1490
1423368991,4.17,40323,2024
140230270,3.59,35064,2461
1423157516,4.33,46332,4807
446407410,3.85,40356,5439
62104896,4,35890,4713
60788380,4.33,44879,1184
670026328,3.83,30834,4883
076536543X,4.55,22917,982
671024094,4.16,34121,806
545060486,4.04,36068,518
618164413,4.23,39453,165
316069418,4.14,32426,2452
189221301X,4.29,34951,391
62218360,3.82,25990,2675
545326990,4.14,42759,3596
074326004X,3.98,32176,3408
380014300,4.1,37961,1354
1451693567,3.73,29805,4834
765304961,3.89,29389,1889
042519485X,3.81,45634,2489
722536542,3.61,26060,1238
385418868,4.3,32337,1282
765375869,3.85,31073,4161
385351232,3.62,32744,6169
1476764026,4.08,31886,6019
399230033,4.2,37948,796
62217135,3.78,35150,4726
054506046X,4.02,35694,628
1840187166,4.05,32048,1757
515133876,3.89,46567,1017
684865181,3.97,29675,497
345545834,4.21,42238,1715
067003777X,3.7,29369,4754
62259652,3.98,31735,6471
62071041,3.94,42493,4291
618773479,4.04,32275,3997
758278454,3.86,22933,3619
006156608X,4.04,38461,1489
1416516352,4.31,28647,1570
60931728,4.23,35566,1072
1401235417,4.3,30617,1447
60735422,3.81,33593,1377
451219953,3.57,33675,1482
345518519,3.8,31685,1426
60932147,4.01,28159,1396
440222656,3.77,38033,1603
1580627560,3.89,26662,1467
61566179,4.15,36207,1537
60788704,4.38,44119,1088
048627263X,3.81,31377,2864
031612611X,3.96,44513,7351
375851798,3.53,30125,4075
